,shot_id,action_type,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_zone_area,opponent,game_date
8948,27288,Jump Shot,33.9903,-44,54,-118.3138,4,2,0,Aug-07,25,6,0.0,Center(C),SAC,0.3666102
8949,5606,Running Jump Shot,34.0143,-46,30,-118.3158,0,2,0,Mar-02,14,5,0.0,Center(C),SAS,-0.74498534
8950,10500,Driving Layup Shot,34.0443,0,0,-118.2698,2,4,0,Mar-02,19,0,1.0,Center(C),POR,-0.66348344
8951,17537,Jump Shot,33.8553,-57,189,-118.3268,8,3,0,Aug-07,25,19,1.0,Center(C),NYK,0.32812318
8952,6324,Jump Shot,33.8633,20,181,-118.2498,5,1,0,2012-13,3,18,0.0,Center(C),MIN,1.3944399
8953,25416,Jump Shot,33.8353,120,209,-118.1498,11,3,0,Jun-05,6,24,0.0,Right Side Center(RC),NOP,-0.06353879
8954,24759,Jump Shot,33.8023,-25,242,-118.2948,8,3,0,May-04,12,24,0.0,Center(C),WAS,-0.2667276
8955,18638,Jump Shot,33.8273,-158,217,-118.4278,1,4,0,Aug-07,59,26,0.0,Left Side Center(LC),PHX,0.32133135
8956,15727,Jump Shot,33.9993,182,45,-118.0878,11,1,1,Sep-08,43,18,1.0,Right Side(R),UTA,0.5839487
8957,7896,Jump Shot,33.9923,-60,52,-118.3298,2,4,0,2012-13,58,7,0.0,Center(C),OKC,1.3321816
8958,29082,Turnaround Jump Shot,34.0073,-79,37,-118.3488,8,3,0,Nov-10,36,8,1.0,Left Side(L),SAC,0.91618216
8959,20966,Alley Oop Dunk Shot,34.0443,0,0,-118.2698,3,4,0,Jan-00,50,0,1.0,Center(C),UTA,-1.1332514
8960,29546,Jump Shot,33.8273,99,217,-118.1708,4,4,0,Oct-09,22,23,1.0,Right Side Center(RC),UTA,0.7146913
8961,24011,Layup Shot,34.0443,0,0,-118.2698,2,3,0,1996-97,42,0,0.0,Center(C),IND,-1.9273292
8962,9042,Jump Shot,34.0413,115,3,-118.1548,2,2,0,Jul-06,2,11,0.0,Right Side(R),HOU,0.11078475
8963,14848,Driving Layup Shot,34.0443,0,0,-118.2698,2,1,0,Jun-05,53,0,1.0,Center(C),DAL,-0.10768566
8964,17821,Turnaround Jump Shot,34.0533,-161,-9,-118.4308,11,3,0,Mar-02,15,16,1.0,Left Side(L),GSW,-0.7478153
8965,12017,Jump Shot,33.8993,212,145,-118.0578,7,4,0,Mar-02,13,25,1.0,Right Side Center(RC),SEA,-0.6883868
8966,7529,Jump Shot,33.8633,176,181,-118.0938,8,1,1,Sep-08,49,25,0.0,Right Side Center(RC),HOU,0.58904254
8967,7201,Jump Shot,33.9683,-94,76,-118.3638,11,3,0,May-04,28,12,0.0,Left Side(L),MIA,-0.26502964
8968,27580,Jump Shot,33.5593,-169,485,-118.4388,0,1,0,Apr-03,0,51,,Back Court(BC),SEA,-0.4625586
8969,22749,Layup Shot,34.0333,-5,11,-118.2748,0,2,0,Nov-10,15,1,1.0,Center(C),DET,0.9342937
8970,18567,Jump Shot,34.0233,-76,21,-118.3458,4,3,1,1999-00,47,7,0.0,Center(C),PHX,-1.2645601
8971,10163,Jump Shot,33.8713,-190,173,-118.4598,1,3,0,Sep-08,10,25,0.0,Left Side Center(LC),MIA,0.5120685
8972,29105,Jump Shot,33.8923,1,152,-118.2688,4,4,0,Feb-01,59,15,1.0,Center(C),NYK,-0.8893117
8973,21836,Step Back Jump shot,33.9193,-36,125,-118.3058,0,4,0,Aug-07,49,13,1.0,Center(C),DAL,0.32585925
8974,158,Driving Dunk Shot,34.0443,0,0,-118.2698,5,2,0,Sep-08,50,0,1.0,Center(C),NYK,0.5375378
8975,4077,Layup Shot,34.0443,0,0,-118.2698,5,2,0,Feb-01,39,0,,Center(C),UTA,-0.89157563
8976,8381,Tip Shot,34.0443,0,0,-118.2698,8,2,0,Apr-03,42,0,0.0,Center(C),MIN,-0.4744443
8977,3578,Jump Shot,33.9623,11,82,-118.2588,0,1,1,Jun-05,1,8,1.0,Center(C),PHX,-0.03240959
8978,25866,Layup Shot,34.0443,0,0,-118.2698,11,2,0,May-04,34,0,1.0,Center(C),CHI,-0.3250241
8979,22063,Jump Bank Shot,34.0083,-105,36,-118.3748,4,1,0,2012-13,42,11,1.0,Left Side(L),UTA,1.3333135
8980,6210,Step Back Jump shot,33.9343,54,110,-118.2158,6,3,0,2012-13,45,12,0.0,Center(C),LAC,1.4006658
8981,5857,Jump Shot,33.9203,-1,124,-118.2708,7,2,0,1999-00,34,12,0.0,Center(C),ATL,-1.3505899
8982,18925,Jump Shot,33.8863,77,158,-118.1928,0,1,0,Feb-01,31,17,0.0,Right Side Center(RC),DEN,-0.9487402
8983,16462,Jump Shot,33.8633,-36,181,-118.3058,1,4,0,Aug-07,44,18,1.0,Center(C),SAC,0.3479327
8984,15362,Layup Shot,34.0443,0,0,-118.2698,1,3,0,Aug-07,14,0,0.0,Center(C),SAS,0.30152187
8985,26083,Jump Shot,34.0413,225,3,-118.0448,9,2,0,Mar-02,36,22,0.0,Right Side(R),NOH,-0.71329015
8986,172,Jump Shot,34.0393,120,5,-118.1498,11,2,1,Mar-02,41,12,0.0,Right Side(R),SAS,-0.64650387
8987,6115,Jump Bank Shot,34.0313,45,13,-118.2248,2,1,0,2015-16,50,4,1.0,Center(C),CHA,1.9830649
8988,27131,Jump Shot,33.8003,-36,244,-118.3058,5,3,1,1999-00,43,24,1.0,Center(C),PHX,-1.2696539
8989,8144,Jump Shot,34.0073,-149,37,-118.4188,5,4,0,Nov-10,13,15,0.0,Left Side(L),ORL,0.9733467
8990,30399,Jump Shot,33.8663,100,178,-118.1698,1,2,0,Nov-10,29,20,0.0,Right Side Center(RC),ATL,0.9699508
8991,16506,Jump Shot,34.0553,-112,-11,-118.3818,1,4,0,Aug-07,6,11,0.0,Left Side(L),UTA,0.35698846
8992,4067,Jump Shot,33.8323,-189,212,-118.4588,6,4,0,Jun-05,10,28,0.0,Left Side Center(LC),SAS,-0.064670764
8993,12893,Layup Shot,34.0443,0,0,-118.2698,3,2,0,Oct-09,3,0,,Center(C),NOH,0.6954478
8994,20592,Jump Shot,33.9423,52,102,-118.2178,1,1,0,Jul-06,6,11,0.0,Center(C),LAC,0.15832753
8995,19505,Jump Shot,33.9833,143,61,-118.1268,3,3,0,1998-99,24,15,1.0,Right Side(R),DAL,-1.50284
8996,9860,Jump Shot,33.7843,13,260,-118.2568,1,4,0,May-04,11,26,0.0,Center(C),ORL,-0.33577782
8997,3014,Jump Shot,34.0593,108,-15,-118.1618,7,3,0,Jan-00,8,10,0.0,Right Side(R),POR,-1.1451372
8998,19914,Jump Shot,33.8023,115,242,-118.1548,1,1,0,May-04,15,26,0.0,Right Side Center(RC),ORL,-0.31879827
8999,20623,Jump Shot,33.8663,-138,178,-118.4078,7,3,0,Jun-05,41,22,1.0,Left Side Center(LC),PHI,-0.1297591
9000,16026,Fadeaway Jump Shot,33.9993,110,45,-118.1598,7,1,0,Oct-09,1,11,0.0,Right Side(R),DET,0.7005417
9001,13395,Fadeaway Jump Shot,33.9253,70,119,-118.1998,3,1,0,2012-13,56,13,1.0,Right Side(R),ATL,1.3808563
9002,21262,Jump Shot,33.9303,-133,114,-118.4028,9,3,1,Jul-06,22,17,0.0,Left Side Center(LC),PHX,0.17417513
9003,16471,Driving Reverse Layup Shot,34.0403,-21,4,-118.2908,8,3,0,2012-13,52,2,,Center(C),GSW,1.3163339
9004,27242,Jump Shot,33.9043,-224,140,-118.4938,4,4,1,Dec-11,26,26,0.0,Left Side Center(LC),DEN,1.2065327
9005,2570,Jump Shot,33.8953,99,149,-118.1708,3,1,0,2015-16,13,17,0.0,Right Side Center(RC),POR,1.9468418
9006,27662,Jump Shot,33.9733,58,71,-118.2118,5,3,0,Nov-10,49,9,0.0,Right Side(R),NYK,0.9371236
9007,14156,Jump Shot,33.9363,100,108,-118.1698,4,2,0,Feb-01,18,14,0.0,Right Side(R),POR,-0.9634558
9008,3207,Jump Shot,33.9733,1,71,-118.2688,4,2,0,Jun-05,50,7,1.0,Center(C),ATL,-0.13145706
9009,5631,Jump Shot,33.8903,-107,154,-118.3768,11,3,0,Jan-00,14,18,1.0,Left Side Center(LC),CLE,-1.1281576
9010,18388,Jump Shot,33.9643,-86,80,-118.3558,4,1,0,2015-16,40,11,0.0,Left Side(L),IND,1.9474078
9011,25278,Reverse Dunk Shot,34.0443,4,0,-118.2658,3,2,1,Dec-11,36,0,1.0,Center(C),OKC,1.2189844
9012,24280,Layup Shot,34.0443,0,0,-118.2698,2,4,0,Jun-05,43,0,0.0,Center(C),DET,-0.08504625
9013,13618,Driving Layup Shot,34.0443,0,0,-118.2698,9,4,0,Aug-07,53,0,,Center(C),CLE,0.32699123
9014,19455,Jump Shot,33.7843,-21,260,-118.2908,6,4,0,Mar-02,24,26,1.0,Center(C),POR,-0.75460714
9015,22307,Fadeaway Jump Shot,34.0703,143,-26,-118.1268,10,4,0,Mar-02,16,14,0.0,Right Side(R),ORL,-0.7410235
9016,7246,Jump Shot,33.9343,-120,110,-118.3898,4,1,1,Dec-11,13,16,1.0,Left Side Center(LC),OKC,1.2172865
9017,8621,Reverse Layup Shot,34.0443,0,0,-118.2698,3,3,1,Aug-07,20,0,1.0,Center(C),UTA,0.38528773
9018,24044,Jump Shot,33.8613,-130,183,-118.3998,11,1,0,2013-14,41,22,0.0,Left Side Center(LC),MEM,1.5444261
9019,24345,Jump Shot,33.9093,110,135,-118.1598,7,1,0,Mar-02,6,17,0.0,Right Side Center(RC),HOU,-0.7466833
9020,28402,Fadeaway Jump Shot,33.8843,24,160,-118.2458,10,1,0,Nov-10,27,16,0.0,Center(C),OKC,0.9648569
9021,15760,Jump Shot,33.9953,233,49,-118.0368,9,4,0,May-04,5,23,1.0,Right Side(R),SEA,-0.25257796
9022,26920,Jump Shot,33.9973,144,47,-118.1258,1,1,0,Oct-09,9,15,1.0,Right Side(R),CLE,0.73733073
9023,7882,Jump Shot,33.9553,-68,89,-118.3378,10,4,0,1999-00,34,11,,Left Side(L),TOR,-1.348892
9024,19506,Jump Shot,33.8343,131,210,-118.1388,6,2,0,Jun-05,33,24,,Right Side Center(RC),NYK,-0.08391427
9025,15825,Running Jump Shot,34.0173,-85,27,-118.3548,5,3,0,1999-00,58,8,,Left Side(L),VAN,-1.307575
9026,22872,Jump Shot,34.0313,138,13,-118.1318,7,3,0,Mar-02,23,13,0.0,Right Side(R),SEA,-0.6883868
9027,19203,Fadeaway Jump Shot,34.0223,176,22,-118.0938,11,4,0,Jun-05,40,17,1.0,Right Side(R),MIL,-0.054483026
9028,7697,Jump Shot,33.9783,-126,66,-118.3958,2,1,0,1999-00,32,14,0.0,Left Side(L),SEA,-1.3375722
9029,10552,Jump Shot,34.0043,237,40,-118.0328,11,4,0,Jan-00,26,24,1.0,Right Side(R),PHI,-1.149665
9030,8866,Jump Shot,33.8683,-179,176,-118.4488,5,1,1,Jul-06,39,25,0.0,Left Side Center(LC),PHX,0.17247717
9031,27544,Jump Shot,33.9553,4,89,-118.2658,10,3,1,Sep-08,45,8,1.0,Center(C),UTA,0.58281666
9032,21424,Pullup Jump shot,33.9063,13,138,-118.2568,4,4,0,Aug-07,13,13,1.0,Center(C),DAL,0.3468007
9033,12367,Jump Shot,33.9433,1,101,-118.2688,9,1,0,Jan-00,46,10,0.0,Center(C),TOR,-1.0975944
9034,16254,Jump Shot,33.8393,-158,205,-118.4278,5,2,0,Dec-11,4,25,0.0,Left Side Center(LC),MIN,1.1725736
9035,18398,Turnaround Jump Shot,33.9453,133,99,-118.1368,2,2,0,Dec-11,48,16,0.0,Right Side Center(RC),POR,1.1855912
9036,29787,Jump Shot,33.9033,98,141,-118.1718,2,2,0,Jan-00,38,17,,Right Side Center(RC),LAC,-1.1541929
9037,2821,Jump Shot,33.8343,-149,210,-118.4188,2,4,0,Aug-07,47,25,1.0,Left Side Center(LC),MIL,0.31793547
9038,5835,Jump Shot,33.9203,-42,124,-118.3118,10,1,0,1999-00,30,13,0.0,Center(C),GSW,-1.2877655
9039,704,Jump Shot,33.8353,-181,209,-118.4508,10,3,0,May-04,14,27,0.0,Left Side Center(LC),CHI,-0.3250241
9040,23224,Jump Shot,33.8633,-23,181,-118.2928,0,3,0,Mar-02,6,18,1.0,Center(C),ORL,-0.7410235
9041,2792,Pullup Jump shot,33.9753,-57,69,-118.3268,9,3,0,Aug-07,25,8,1.0,Left Side(L),WAS,0.3626483
9042,389,Jump Shot,33.9853,230,59,-118.0398,2,2,0,Aug-07,38,23,0.0,Right Side(R),MEM,0.36151633
9043,24135,Layup Shot,34.0373,7,7,-118.2628,8,4,0,Jan-00,36,0,,Center(C),CLE,-1.1179699
9044,17253,Jump Shot,33.9063,-158,138,-118.4278,11,2,0,Mar-02,23,20,0.0,Left Side Center(LC),NYK,-0.7008385
9045,30086,Jump Shot,33.9833,144,61,-118.1258,5,1,0,Jan-00,53,15,,Right Side(R),LAC,-1.1355153
9046,30615,Running Jump Shot,33.8823,-49,162,-118.3188,1,4,0,Sep-08,4,16,0.0,Center(C),CLE,0.5409337
9047,26111,Jump Shot,33.9343,6,110,-118.2638,3,1,0,2015-16,52,11,0.0,Center(C),GSW,1.9734432
9048,24427,Turnaround Jump Shot,34.0393,140,5,-118.1298,3,1,1,Apr-03,42,14,0.0,Right Side(R),HOU,-0.4495409
9049,1327,Layup Shot,34.0443,0,0,-118.2698,8,3,0,1999-00,48,0,0.0,Center(C),DET,-1.2985193
9050,26982,Jump Shot,33.8383,209,206,-118.0608,0,1,0,Jun-05,4,29,0.0,Right Side Center(RC),NJN,-0.058444925
9051,6898,Layup Shot,34.0443,0,0,-118.2698,2,1,0,Jun-05,19,0,0.0,Center(C),DEN,-0.047125213
9052,18201,Jump Shot,34.0463,230,-2,-118.0398,5,2,0,Dec-11,52,23,,Right Side(R),DAL,1.1844593
9053,18241,Jump Shot,34.0133,194,31,-118.0758,4,3,0,Apr-03,28,19,0.0,Right Side(R),BOS,-0.5168932
9054,5895,Jump Shot,33.9063,-183,138,-118.4528,0,2,1,Sep-08,1,22,1.0,Left Side Center(LC),HOU,0.58904254
9055,28171,Pullup Jump shot,34.0033,95,41,-118.1748,4,3,1,Nov-10,46,10,0.0,Right Side(R),DAL,1.004476
9056,18138,Fadeaway Jump Shot,33.8723,121,172,-118.1488,3,1,0,Sep-08,31,21,1.0,Right Side Center(RC),PHX,0.5511215
9057,20276,Pullup Jump shot,33.8063,-177,238,-118.4468,0,3,0,2014-15,47,29,0.0,Left Side Center(LC),GSW,1.7249755
9058,9438,Jump Shot,33.8123,153,232,-118.1168,6,4,0,Jan-00,51,27,1.0,Right Side Center(RC),MIL,-1.1457031
9059,15599,Driving Layup Shot,34.0443,0,0,-118.2698,6,1,0,Jul-06,32,0,1.0,Center(C),LAC,0.088711314
9060,1651,Jump Shot,33.9253,-220,119,-118.4898,8,2,0,1997-98,56,25,,Left Side Center(LC),ATL,-1.7620614
9061,10874,Jump Shot,34.0163,43,28,-118.2268,5,3,0,Aug-07,33,5,,Center(C),DAL,0.3468007
9062,4960,Jump Shot,34.0213,233,23,-118.0368,5,4,0,Oct-09,15,23,,Right Side(R),HOU,0.6994097
9063,5249,Driving Layup Shot,34.0443,0,0,-118.2698,3,1,0,Mar-02,39,0,1.0,Center(C),MEM,-0.73989147
9064,29582,Jump Shot,33.7923,107,252,-118.1628,3,3,0,Aug-07,17,27,0.0,Right Side Center(RC),MEM,0.36151633
9065,19740,Jump Shot,33.9783,0,66,-118.2698,2,1,0,Dec-11,35,6,,Center(C),SAC,1.1357845
9066,17770,Jump Shot,33.9073,88,137,-118.1818,6,1,0,Oct-09,40,16,1.0,Right Side Center(RC),BOS,0.7429906
9067,436,Putback Layup Shot,34.0383,7,6,-118.2628,0,2,0,Oct-09,26,0,0.0,Center(C),CLE,0.73733073
9068,13839,Jump Shot,33.8683,187,176,-118.0828,1,2,1,Jul-06,57,25,,Right Side Center(RC),PHX,0.16851528
9069,19186,Layup Shot,34.0443,0,0,-118.2698,1,4,0,Jan-00,42,0,0.0,Center(C),ATL,-1.0908026
9070,18341,Jump Shot,33.9813,-23,63,-118.2928,1,1,0,1999-00,29,6,0.0,Center(C),CLE,-1.3115369
9071,7431,Jump Shot,34.0383,185,6,-118.0848,4,3,0,Sep-08,26,18,1.0,Right Side(R),NOH,0.52225626
9072,9967,Jump Shot,33.9973,-155,47,-118.4248,7,1,0,Feb-01,43,16,0.0,Left Side(L),MEM,-0.9340245
9073,6542,Layup Shot,34.0443,0,0,-118.2698,4,3,0,Feb-01,17,0,0.0,Center(C),SAC,-0.8678042
9074,12816,Layup Shot,34.0443,0,0,-118.2698,1,3,0,Jun-05,4,0,0.0,Center(C),SEA,-0.12240129
9075,23700,Jump Shot,33.8263,-130,218,-118.3998,6,4,1,1999-00,54,25,0.0,Left Side Center(LC),PHX,-1.265692
9076,6642,Layup Shot,34.0443,0,0,-118.2698,0,4,0,May-04,11,0,0.0,Center(C),SAS,-0.33973974
9077,27855,Driving Layup Shot,34.0443,0,0,-118.2698,10,4,0,1997-98,6,0,,Center(C),POR,-1.7320641
9078,2563,Running Jump Shot,34.0143,-100,30,-118.3698,9,3,0,Jun-05,36,10,1.0,Left Side(L),TOR,-0.089008145
9079,18060,Running Jump Shot,33.9993,-24,45,-118.2938,7,3,0,2014-15,58,5,1.0,Center(C),GSW,1.7249755
9080,11669,Jump Shot,33.7833,10,261,-118.2598,0,4,1,Oct-09,28,26,0.0,Center(C),BOS,0.8205306
9081,26270,Jump Shot,33.8543,171,190,-118.0988,3,2,0,2014-15,21,25,,Right Side Center(RC),GSW,1.7334653
9082,14094,Jump Shot,33.8023,-6,242,-118.2758,11,1,0,2015-16,19,24,,Center(C),MEM,1.9966486
9083,26303,Tip Shot,34.0443,0,0,-118.2698,3,2,0,1998-99,37,0,0.0,Center(C),VAN,-1.4988781
9084,28439,Slam Dunk Shot,34.0443,0,0,-118.2698,4,3,0,Mar-02,44,0,1.0,Center(C),HOU,-0.7466833
9085,27434,Slam Dunk Shot,34.0413,-1,3,-118.2708,1,3,0,1997-98,52,0,0.0,Center(C),CLE,-1.7026329
9086,14889,Driving Layup Shot,34.0443,0,0,-118.2698,11,4,0,Mar-02,8,0,1.0,Center(C),UTA,-0.7036684
9087,14637,Jump Shot,34.0143,171,30,-118.0988,8,1,1,Sep-08,29,17,0.0,Right Side(R),UTA,0.5850806
9088,21040,Jump Shot,33.8753,-1,169,-118.2708,1,2,0,Feb-01,41,16,0.0,Center(C),CLE,-0.8989334
9089,7337,Running Hook Shot,34.0523,62,-8,-118.2078,1,1,0,Feb-01,19,6,0.0,Center(C),ORL,-0.9113851
9090,26136,Driving Layup Shot,34.0443,0,0,-118.2698,7,2,0,1997-98,59,0,0.0,Center(C),SAC,-1.7558355
9091,16138,Jump Shot,33.8893,-133,155,-118.4028,6,3,0,Jun-05,24,20,1.0,Left Side Center(LC),DET,-0.06580274
9092,7014,Layup Shot,34.0253,1,19,-118.2688,7,1,0,Jan-00,33,1,,Center(C),VAN,-1.1672106
9093,7322,Jump Shot,33.9763,154,68,-118.1158,5,2,0,Jun-05,23,16,,Right Side(R),ORL,-0.06806668
9094,4688,Jump Shot,33.8813,43,163,-118.2268,2,3,0,Mar-02,53,16,0.0,Center(C),SAS,-0.74498534
9095,16905,Driving Layup Shot,34.0443,0,0,-118.2698,11,2,0,Apr-03,21,0,1.0,Center(C),SEA,-0.49934766
9096,24599,Driving Layup Shot,34.0443,0,0,-118.2698,2,4,0,Aug-07,57,0,1.0,Center(C),NJN,0.29133412
9097,8724,Jump Shot,33.9573,24,87,-118.2458,4,3,1,Feb-01,6,9,0.0,Center(C),SAS,-0.85365456
9098,15416,Turnaround Jump Shot,34.0483,134,-4,-118.1358,11,2,0,Feb-01,6,13,1.0,Right Side(R),PHI,-0.9130831
9099,19378,Running Jump Shot,33.9453,62,99,-118.2078,3,2,1,Jul-06,39,11,1.0,Right Side(R),PHX,0.17077921
9100,27282,Jump Shot,33.9343,105,110,-118.1648,1,1,0,Jul-06,57,15,0.0,Right Side(R),MIN,0.14191395
9101,6114,Layup Shot,34.0443,21,0,-118.2488,3,2,0,2014-15,13,2,0.0,Center(C),LAC,1.7628965
9102,27771,Jump Shot,33.8473,-153,197,-118.4228,5,2,1,Sep-08,40,24,0.0,Left Side Center(LC),DEN,0.59979624
9103,20648,Jump Shot,33.9493,-225,95,-118.4948,3,3,0,Aug-07,57,24,1.0,Left Side Center(LC),POR,0.36774218
9104,8384,Driving Layup Shot,34.0363,-6,8,-118.2758,2,3,1,Aug-07,18,1,1.0,Center(C),BOS,0.40736118
9105,16832,Step Back Jump shot,33.8873,0,157,-118.2698,5,3,0,Nov-10,33,15,1.0,Center(C),MEM,0.93316174
9106,21891,Jump Shot,33.8073,92,237,-118.1778,11,1,0,2015-16,26,25,0.0,Right Side Center(RC),DET,1.9513696
9107,25761,Jump Shot,33.7873,-98,257,-118.3678,0,4,0,Feb-01,24,27,0.0,Left Side Center(LC),CHI,-0.9074232
9108,26261,Driving Dunk Shot,34.0443,0,0,-118.2698,10,3,0,Aug-07,32,0,,Center(C),UTA,0.35698846
9109,12771,Layup Shot,34.0443,0,0,-118.2698,3,3,1,Feb-01,20,0,0.0,Center(C),SAS,-0.85648453
9110,28240,Jump Bank Shot,34.0113,-80,33,-118.3498,3,2,0,May-04,8,8,1.0,Left Side(L),HOU,-0.33521184
9111,29407,Jump Shot,33.7933,25,251,-118.2448,0,3,1,1996-97,35,25,1.0,Center(C),UTA,-1.8882761
9112,5029,Jump Shot,33.9863,-133,58,-118.4028,11,4,0,Sep-08,47,14,0.0,Left Side(L),CHA,0.5341419
9113,14102,Jump Shot,33.8143,154,230,-118.1158,5,1,0,May-04,18,27,1.0,Right Side Center(RC),LAC,-0.2701235
9114,6819,Jump Shot,33.9533,223,91,-118.0468,0,2,0,Jul-06,33,24,,Right Side Center(RC),POR,0.07512766
9115,16421,Jump Shot,34.0443,160,0,-118.1098,4,2,1,Sep-08,43,16,0.0,Right Side(R),DEN,0.59753233
9116,26825,Jump Shot,33.9453,-228,99,-118.4978,10,3,0,Sep-08,44,24,0.0,Left Side Center(LC),NJN,0.49848485
9117,19189,Fadeaway Jump Shot,34.0293,-87,15,-118.3568,2,2,0,Nov-10,1,8,1.0,Left Side(L),BOS,0.9490093
9118,18702,Jump Shot,34.0103,106,34,-118.1638,0,2,0,Dec-11,3,11,1.0,Right Side(R),BOS,1.1787994
9119,16299,Layup Shot,34.0293,16,15,-118.2538,4,3,0,Apr-03,45,2,1.0,Center(C),POR,-0.48802793
9120,18456,Jump Shot,34.0523,133,-8,-118.1368,11,3,0,Mar-02,1,13,1.0,Right Side(R),SAC,-0.6651814
9121,26267,Jump Shot,33.8153,-119,229,-118.3888,2,2,0,1999-00,10,25,0.0,Left Side Center(LC),HOU,-1.3092729
9122,20914,Jump Shot,33.8903,205,154,-118.0648,2,4,0,1997-98,3,25,1.0,Right Side Center(RC),CHI,-1.7631934
9123,5542,Jump Shot,33.9273,-89,117,-118.3588,4,2,1,Aug-07,3,14,0.0,Left Side(L),SAS,0.39547548
9124,22638,Reverse Layup Shot,34.0443,0,0,-118.2698,11,2,0,Jul-06,5,0,,Center(C),UTA,0.13738607
9125,9836,Turnaround Jump Shot,34.0533,158,-9,-118.1118,0,2,0,Mar-02,20,15,0.0,Right Side(R),NJN,-0.7285718
9126,18237,Jump Shot,33.9973,-166,47,-118.4358,2,1,0,Nov-10,6,17,0.0,Left Side(L),UTA,0.9461794
9127,21310,Layup Shot,34.0443,0,0,-118.2698,9,4,0,Jan-00,39,0,0.0,Center(C),PHX,-1.113442
9128,26545,Jump Shot,33.7043,166,340,-118.1038,0,3,0,Mar-02,0,37,1.0,Right Side Center(RC),UTA,-0.7036684
9129,24452,Jump Shot,33.9043,-108,140,-118.3778,4,2,0,Mar-02,20,17,0.0,Left Side Center(LC),ORL,-0.7410235
9130,22035,Running Jump Shot,33.9493,43,95,-118.2268,0,2,0,Jul-06,0,10,,Center(C),MEM,0.0773916
9131,21559,Driving Layup Shot,34.0443,0,0,-118.2698,1,1,0,Aug-07,33,0,1.0,Center(C),MIL,0.31793547
9132,11402,Driving Slam Dunk Shot,34.0363,-5,8,-118.2748,2,3,1,Aug-07,53,0,1.0,Center(C),SAS,0.3943435
9133,11787,Jump Shot,34.0083,85,36,-118.1848,1,2,0,Mar-02,9,9,,Right Side(R),SAS,-0.75743705
9134,19686,Jump Shot,33.7973,-125,247,-118.3948,2,4,0,2012-13,32,27,0.0,Left Side Center(LC),OKC,1.3819883
9135,7328,Jump Shot,33.9653,47,79,-118.2228,0,4,0,Jul-06,34,9,1.0,Right Side(R),MEM,0.0773916
9136,23247,Turnaround Bank shot,34.0223,-146,22,-118.4158,6,3,0,Sep-08,29,14,1.0,Left Side(L),HOU,0.48942906
9137,2997,Jump Shot,34.0553,189,-11,-118.0808,1,2,0,May-04,36,18,0.0,Right Side(R),NOP,-0.31313843
9138,26876,Jump Shot,33.8123,-90,232,-118.3598,0,2,0,Mar-02,10,24,,Left Side Center(LC),UTA,-0.6934807
9139,27262,Layup Shot,34.0373,24,7,-118.2458,1,3,0,2014-15,24,2,0.0,Center(C),HOU,1.7351632
9140,25787,Jump Shot,34.0503,121,-6,-118.1488,3,4,0,Jun-05,13,12,0.0,Right Side(R),HOU,-0.10881764
9141,30555,Fadeaway Jump Shot,34.0533,-89,-9,-118.3588,11,1,0,May-04,39,8,0.0,Left Side(L),SAS,-0.3057806
9142,7982,Reverse Layup Shot,34.0443,-11,0,-118.2808,6,4,0,Jul-06,22,1,1.0,Center(C),CLE,0.12889628
9143,5735,Jump Shot,33.8663,-166,178,-118.4358,11,2,0,May-04,41,24,0.0,Left Side Center(LC),SAS,-0.3057806
9144,29847,Jump Shot,33.8833,-95,161,-118.3648,2,2,0,Jul-06,48,18,1.0,Left Side Center(LC),SAC,0.15662958
9145,8510,Driving Dunk Shot,34.0443,0,0,-118.2698,7,1,0,Feb-01,8,0,1.0,Center(C),PHX,-0.96175784
9146,11386,Follow Up Dunk Shot,34.0443,0,0,-118.2698,5,1,0,Mar-02,15,0,1.0,Center(C),NJN,-0.7081963
9147,26014,Driving Layup Shot,34.0443,0,0,-118.2698,8,3,0,Mar-02,0,0,0.0,Center(C),DAL,-0.7359296
9148,20402,Jump Shot,33.9453,-52,99,-118.3218,8,4,0,Mar-02,17,11,0.0,Center(C),SAC,-0.72517586
9149,16764,Driving Layup Shot,34.0373,21,7,-118.2488,11,4,0,Dec-11,8,2,0.0,Center(C),NYK,1.1618198
9150,28014,Jump Shot,33.9963,149,48,-118.1208,10,3,1,Apr-03,52,15,0.0,Right Side(R),SAS,-0.4393532
9151,12491,Jump Shot,34.0083,-130,36,-118.3998,0,4,0,Jun-05,44,13,0.0,Left Side(L),GSW,-0.09353603
9152,680,Floating Jump shot,34.0083,-2,36,-118.2718,10,3,0,2012-13,29,3,1.0,Center(C),TOR,1.3836862
9153,16274,Jump Shot,33.8983,-222,146,-118.4918,8,3,0,Apr-03,9,26,0.0,Left Side Center(LC),WAS,-0.4818021
9154,26500,Jump Shot,34.0003,37,44,-118.2328,11,1,0,Nov-10,18,5,0.0,Center(C),BOS,0.9552352
9155,18000,Jump Shot,33.8303,102,214,-118.1678,4,2,0,Aug-07,39,23,0.0,Right Side Center(RC),ORL,0.33378306
9156,1353,Jump Shot,33.9323,138,112,-118.1318,5,3,0,Jul-06,52,17,0.0,Right Side Center(RC),PHX,0.14078198
9157,3903,Turnaround Jump Shot,33.9273,-66,117,-118.3358,0,4,0,May-04,11,13,1.0,Center(C),DEN,-0.3414377
