,0,1
2176,20417,Jump Shot
2177,26496,Jump Shot
2178,19145,Jump Shot
2179,10429,Jump Shot
2180,11552,Jump Shot
2181,14510,Jump Shot
2182,1013,Jump Shot
2183,18765,Layup Shot
2184,9252,Jump Shot
2185,313,Jump Shot
2186,20789,Jump Shot
2187,2241,Jump Shot
2188,5216,Jump Shot
2189,3474,Jump Shot
2190,7340,Jump Shot
2191,14519,Jump Shot
2192,475,Driving Layup Shot
2193,8490,Jump Shot
2194,4405,Jump Shot
2195,19816,Jump Shot
2196,28020,Jump Shot
2197,5689,Driving Layup Shot
2198,15820,Jump Shot
2199,26179,Jump Shot
2200,8342,Driving Layup Shot
2201,28811,Jump Shot
2202,23584,Jump Shot
2203,776,Jump Shot
2204,11819,Driving Layup Shot
2205,10791,Layup Shot
2206,28798,Jump Shot
2207,8697,Layup Shot
2208,11421,Layup Shot
2209,10720,Jump Shot
2210,17595,Jump Shot
2211,11498,Driving Layup Shot
2212,22344,Jump Shot
2213,11571,Jump Shot
2214,12102,Jump Shot
2215,10199,Layup Shot
2216,3069,Jump Shot
2217,2877,Jump Shot
2218,12228,Driving Layup Shot
2219,15366,Jump Shot
2220,2799,Jump Shot
2221,28040,Jump Shot
2222,22791,Layup Shot
2223,675,Jump Shot
2224,8824,Jump Shot
2225,4481,Jump Shot
2226,19852,Layup Shot
2227,2223,Jump Shot
2228,29646,Jump Shot
2229,26274,Jump Shot
2230,13657,Jump Shot
2231,29040,Jump Shot
2232,12807,Driving Layup Shot
2233,12695,Jump Shot
2234,15469,Jump Shot
2235,6456,Jump Shot
2236,26236,Layup Shot
2237,14118,Jump Shot
2238,25385,Jump Shot
2239,17405,Jump Shot
2240,14352,Jump Shot
2241,5347,Jump Shot
2242,12712,Jump Shot
2243,5221,Jump Shot
2244,13021,Jump Shot
2245,16784,Layup Shot
2246,5861,Jump Shot
2247,13091,Jump Shot
2248,19126,Jump Shot
2249,29081,Jump Shot
2250,2875,Layup Shot
2251,6518,Jump Shot
2252,20910,Jump Shot
2253,25870,Jump Shot
2254,2477,Jump Shot
2255,28614,Jump Shot
2256,17069,Jump Shot
2257,4852,Layup Shot
2258,20783,Layup Shot
2259,10506,Jump Shot
2260,18886,Jump Shot
2261,12812,Jump Shot
2262,12888,Jump Shot
2263,27545,Jump Shot
2264,6907,Jump Shot
2265,3101,Jump Shot
2266,28823,Layup Shot
2267,13692,Jump Shot
2268,13368,Jump Shot
2269,11098,Jump Shot
2270,22859,Layup Shot
2271,18938,Jump Shot
2272,1483,Driving Layup Shot
2273,11757,Jump Shot
2274,873,Jump Shot
2275,27686,Jump Shot
2276,21141,Jump Shot
2277,26656,Jump Shot
2278,10983,Jump Shot
2279,12210,Jump Shot
2280,14069,Driving Layup Shot
2281,23022,Jump Shot
2282,21807,Jump Shot
2283,25931,Running Jump Shot
2284,13876,Jump Shot
2285,13361,Jump Shot
2286,19392,Jump Shot
2287,8346,Jump Shot
2288,11021,Driving Layup Shot
2289,17400,Layup Shot
2290,24809,Driving Layup Shot
2291,30412,Jump Shot
2292,26120,Jump Shot
2293,16009,Jump Shot
2294,29544,Jump Shot
2295,12031,Jump Shot
2296,12108,Jump Shot
2297,30450,Layup Shot
2298,6816,Jump Shot
2299,26235,Jump Shot
2300,14899,Jump Shot
2301,15626,Jump Shot
2302,867,Jump Shot
2303,34,Jump Shot
2304,11733,Jump Shot
2305,18984,Jump Shot
2306,18637,Layup Shot
2307,6240,Driving Layup Shot
2308,27166,Jump Shot
2309,10129,Jump Shot
2310,15027,Driving Layup Shot
2311,21465,Jump Shot
2312,12748,Driving Layup Shot
2313,24977,Jump Shot
2314,24020,Jump Shot
2315,5837,Jump Shot
2316,12314,Jump Shot
2317,10825,Jump Shot
2318,15172,Jump Shot
2319,11924,Jump Shot
2320,20116,Jump Shot
2321,4990,Jump Shot
2322,12462,Jump Shot
2323,19683,Jump Shot
2324,28608,Jump Shot
2325,17129,Jump Shot
2326,24943,Jump Shot
2327,18137,Jump Shot
2328,17300,Jump Shot
2329,22612,Jump Shot
2330,28133,Jump Shot
2331,10587,Jump Shot
2332,16086,Jump Shot
2333,4048,Layup Shot
2334,25883,Jump Shot
2335,29976,Jump Shot
2336,14803,Jump Shot
2337,8553,Jump Shot
2338,2407,Layup Shot
2339,13341,Jump Shot
2340,4409,Jump Shot
2341,12018,Jump Shot
2342,21529,Jump Shot
2343,11178,Jump Shot
2344,1412,Jump Shot
2345,20372,Driving Layup Shot
2346,24027,Driving Layup Shot
2347,3257,Jump Shot
2348,4394,Driving Layup Shot
2349,7780,Jump Shot
2350,27631,Jump Shot
2351,7812,Jump Shot
2352,22728,Jump Shot
2353,10227,Jump Shot
2354,24532,Jump Shot
2355,18522,Slam Dunk Shot
2356,16395,Jump Shot
2357,16675,Jump Shot
2358,22427,Jump Shot
2359,25331,Jump Shot
2360,10598,Jump Shot
2361,28738,Jump Shot
2362,27868,Jump Shot
2363,9155,Layup Shot
2364,20190,Jump Shot
2365,20388,Layup Shot
2366,3947,Jump Shot
2367,14710,Jump Shot
2368,10225,Driving Layup Shot
2369,28548,Jump Shot
2370,28638,Jump Shot
2371,24902,Jump Shot
2372,7221,Jump Shot
2373,21247,Jump Shot
2374,9382,Layup Shot
2375,10036,Jump Shot
2376,26379,Jump Shot
2377,912,Jump Shot
2378,28630,Jump Shot
2379,25116,Jump Shot
2380,1389,Jump Shot
2381,26271,Driving Layup Shot
2382,22024,Jump Shot
2383,11712,Jump Shot
2384,1699,Jump Shot
2385,27391,Turnaround Jump Shot
2386,10298,Jump Shot
2387,5019,Jump Shot
2388,28687,Jump Shot
2389,28806,Jump Shot
2390,25077,Jump Shot
2391,6203,Jump Shot
2392,13977,Jump Shot
2393,29950,Jump Shot
2394,14013,Layup Shot
2395,26973,Layup Shot
2396,12627,Jump Shot
2397,27098,Jump Shot
2398,18199,Jump Shot
2399,22542,Jump Shot
2400,3906,Jump Shot
2401,30265,Jump Shot
2402,17905,Jump Shot
2403,20249,Layup Shot
2404,1104,Layup Shot
2405,13790,Jump Shot
2406,9527,Jump Shot
2407,17614,Driving Layup Shot
2408,14439,Jump Shot
2409,5599,Jump Shot
2410,17498,Layup Shot
2411,13721,Jump Shot
2412,22619,Jump Shot
2413,1476,Jump Shot
2414,19417,Layup Shot
2415,2715,Layup Shot
2416,22751,Layup Shot
2417,24132,Jump Shot
2418,27591,Jump Shot
2419,4236,Jump Shot
2420,20758,Jump Shot
2421,2843,Jump Shot
2422,13731,Slam Dunk Shot
2423,9779,Jump Shot
2424,20665,Jump Shot
2425,29733,Jump Shot
2426,13168,Layup Shot
2427,25386,Jump Shot
2428,15843,Driving Layup Shot
2429,28509,Jump Shot
2430,27091,Jump Shot
2431,2541,Jump Shot
2432,8440,Jump Shot
2433,1835,Jump Shot
2434,28930,Jump Shot
2435,5706,Jump Shot
2436,19077,Jump Shot
2437,15029,Jump Shot
2438,30642,Jump Shot
2439,2343,Layup Shot
2440,16298,Jump Shot
2441,5980,Jump Shot
2442,22390,Jump Shot
2443,19358,Jump Shot
2444,9533,Jump Shot
2445,20364,Jump Shot
2446,3830,Driving Layup Shot
2447,2745,Jump Shot
2448,16845,Jump Shot
2449,14170,Jump Shot
2450,30232,Jump Shot
2451,13694,Driving Layup Shot
2452,24102,Jump Shot
2453,8414,Jump Shot
2454,30171,Jump Shot
2455,15895,Driving Layup Shot
2456,21208,Jump Shot
2457,7250,Jump Shot
2458,14007,Jump Shot
2459,22085,Jump Shot
2460,5158,Jump Shot
2461,16306,Jump Shot
2462,15663,Jump Shot
2463,7262,Layup Shot
2464,6966,Jump Shot
2465,14665,Jump Shot
2466,15264,Jump Shot
2467,16405,Jump Shot
2468,2013,Jump Shot
2469,16419,Layup Shot
2470,8689,Jump Shot
2471,11805,Jump Shot
2472,4903,Jump Shot
2473,21328,Jump Shot
2474,4789,Driving Layup Shot
2475,26397,Jump Shot
2476,9756,Jump Shot
2477,20398,Layup Shot
2478,10756,Jump Shot
2479,3836,Jump Shot
2480,9210,Jump Shot
2481,29289,Jump Shot
2482,18748,Jump Shot
2483,2849,Driving Layup Shot
2484,19600,Layup Shot
2485,20020,Jump Shot
2486,4901,Jump Shot
2487,1662,Jump Shot
2488,4660,Jump Shot
2489,15710,Layup Shot
2490,25191,Jump Shot
2491,24374,Jump Shot
2492,13600,Jump Shot
2493,15855,Jump Shot
2494,25488,Jump Shot
2495,12221,Jump Shot
2496,22415,Layup Shot
2497,1938,Jump Shot
2498,4149,Jump Shot
2499,25706,Jump Shot
2500,9988,Layup Shot
2501,16469,Layup Shot
2502,10213,Layup Shot
2503,6238,Jump Shot
2504,8162,Jump Shot
2505,1347,Jump Shot
2506,1283,Jump Shot
2507,25437,Jump Shot
2508,18434,Jump Shot
2509,19194,Jump Shot
2510,24662,Driving Layup Shot
2511,5611,Layup Shot
2512,12559,Layup Shot
2513,19518,Jump Shot
2514,30616,Jump Shot
2515,11606,Jump Shot
2516,6798,Jump Shot
2517,3586,Jump Shot
2518,53,Jump Shot
2519,18476,Jump Shot
2520,7554,Driving Layup Shot
2521,7886,Driving Layup Shot
2522,22762,Jump Shot
2523,7749,Jump Shot
2524,17915,Jump Shot
2525,19735,Jump Shot
2526,9564,Jump Shot
2527,21213,Jump Shot
2528,29541,Jump Shot
2529,23446,Jump Shot
2530,26000,Jump Shot
2531,16430,Jump Shot
2532,23802,Jump Shot
2533,21164,Jump Shot
2534,3663,Jump Shot
2535,29879,Jump Shot
2536,2880,Layup Shot
2537,6770,Driving Layup Shot
2538,29793,Jump Shot
2539,502,Jump Shot
2540,23543,Layup Shot
2541,13054,Driving Layup Shot
2542,26369,Jump Shot
2543,26119,Jump Shot
2544,19948,Layup Shot
2545,3972,Driving Layup Shot
2546,24963,Driving Layup Shot
2547,28113,Jump Shot
2548,9565,Jump Shot
2549,26995,Jump Shot
2550,20973,Jump Shot
2551,29402,Jump Shot
2552,28578,Driving Layup Shot
2553,29365,Jump Shot
2554,3843,Driving Layup Shot
2555,11270,Jump Shot
2556,5006,Fadeaway Jump Shot
2557,22221,Jump Shot
2558,25155,Jump Shot
2559,17319,Jump Shot
2560,21907,Driving Layup Shot
2561,7252,Jump Shot
2562,4581,Driving Layup Shot
2563,24185,Driving Layup Shot
2564,21734,Jump Shot
2565,12216,Jump Shot
2566,22525,Jump Shot
2567,24034,Layup Shot
2568,21430,Jump Shot
2569,24603,Jump Shot
2570,5136,Jump Shot
2571,22965,Jump Shot
2572,6269,Jump Shot
2573,25105,Jump Shot
2574,5227,Driving Layup Shot
2575,24832,Jump Shot
2576,2716,Jump Shot
2577,11267,Jump Shot
2578,3929,Driving Layup Shot
2579,11099,Jump Shot
2580,5380,Jump Shot
2581,9899,Jump Shot
2582,27845,Jump Shot
2583,1739,Jump Shot
2584,4986,Driving Layup Shot
2585,14683,Jump Shot
2586,18730,Driving Layup Shot
2587,3194,Layup Shot
2588,18760,Jump Shot
2589,24480,Jump Shot
2590,15467,Jump Shot
2591,21318,Jump Shot
2592,18268,Jump Shot
2593,24594,Layup Shot
2594,26065,Driving Layup Shot
2595,23177,Jump Shot
2596,15133,Jump Shot
2597,15944,Jump Shot
2598,9539,Jump Shot
2599,17463,Jump Shot
2600,19311,Jump Shot
2601,27912,Jump Shot
2602,10813,Driving Layup Shot
2603,14294,Jump Shot
2604,16554,Jump Shot
2605,5161,Layup Shot
2606,12984,Jump Shot
2607,16326,Jump Shot
2608,7331,Jump Shot
2609,3902,Jump Shot
2610,26817,Jump Shot
2611,29707,Driving Layup Shot
2612,20732,Jump Shot
2613,7072,Jump Shot
2614,26138,Jump Shot
2615,7555,Jump Shot
2616,9135,Layup Shot
2617,28325,Jump Shot
2618,29921,Jump Shot
2619,6949,Jump Shot
2620,27916,Jump Shot
2621,29855,Jump Shot
2622,21341,Layup Shot
2623,29760,Driving Layup Shot
2624,13675,Jump Shot
2625,29892,Jump Shot
2626,29158,Jump Shot
2627,28284,Jump Shot
2628,13923,Jump Shot
2629,7443,Jump Shot
2630,24747,Jump Shot
2631,8325,Jump Shot
2632,6726,Jump Shot
2633,21579,Jump Shot
2634,8512,Jump Shot
2635,13166,Jump Shot
2636,29150,Jump Shot
2637,25140,Jump Shot
2638,24563,Jump Shot
2639,14656,Jump Shot
2640,27290,Layup Shot
2641,10115,Layup Shot
2642,28637,Driving Layup Shot
2643,9407,Driving Layup Shot
2644,25869,Jump Shot
2645,16008,Jump Shot
2646,14614,Jump Shot
2647,15498,Jump Shot
2648,11991,Jump Shot
2649,23184,Jump Shot
2650,3924,Jump Shot
2651,21201,Layup Shot
2652,19179,Jump Shot
2653,25206,Jump Shot
2654,23620,Jump Shot
2655,13677,Jump Shot
2656,29325,Driving Layup Shot
2657,9622,Driving Layup Shot
2658,21544,Jump Shot
2659,30576,Jump Shot
2660,15845,Jump Shot
2661,30215,Jump Shot
2662,19025,Jump Shot
2663,2062,Jump Shot
2664,13167,Jump Shot
2665,26757,Jump Shot
2666,8945,Jump Shot
2667,11029,Jump Shot
2668,8232,Jump Shot
2669,15678,Driving Layup Shot
2670,1967,Layup Shot
2671,15742,Driving Layup Shot
2672,25224,Driving Layup Shot
2673,21811,Driving Layup Shot
2674,281,Jump Shot
2675,5747,Jump Shot
2676,16197,Jump Shot
2677,1691,Jump Shot
2678,28652,Jump Shot
2679,26749,Jump Shot
2680,507,Jump Shot
2681,2044,Jump Shot
2682,24522,Jump Shot
2683,29791,Jump Shot
2684,8857,Jump Shot
2685,16135,Layup Shot
2686,15643,Layup Shot
2687,13020,Jump Shot
2688,29705,Driving Layup Shot
2689,4071,Layup Shot
2690,15574,Layup Shot
2691,16148,Jump Shot
2692,7571,Layup Shot
2693,18050,Jump Shot
2694,28824,Jump Shot
2695,21094,Jump Shot
2696,21838,Jump Shot
2697,29871,Layup Shot
2698,14946,Jump Shot
2699,5134,Layup Shot
2700,7485,Driving Layup Shot
2701,26965,Jump Shot
2702,17730,Jump Shot
2703,28707,Jump Shot
2704,1570,Jump Shot
2705,15903,Jump Shot
2706,7259,Jump Shot
2707,13044,Jump Shot
2708,28304,Jump Shot
2709,19359,Jump Shot
2710,23327,Jump Shot
2711,21766,Jump Shot
2712,19578,Jump Shot
2713,5804,Layup Shot
2714,26950,Jump Shot
2715,27794,Jump Shot
2716,6780,Jump Shot
2717,10218,Jump Shot
2718,25840,Jump Shot
2719,23975,Jump Shot
2720,21789,Jump Shot
2721,16478,Driving Layup Shot
2722,1267,Driving Layup Shot
2723,16696,Jump Shot
2724,1303,Jump Shot
2725,11301,Jump Shot
2726,18888,Layup Shot
2727,26960,Jump Shot
2728,5658,Jump Shot
2729,12528,Layup Shot
2730,28234,Jump Shot
2731,14676,Jump Shot
2732,1969,Driving Layup Shot
2733,22969,Jump Shot
2734,15001,Jump Shot
2735,29768,Layup Shot
2736,4297,Jump Shot
2737,2228,Jump Shot
2738,1963,Layup Shot
2739,5596,Jump Shot
2740,7887,Jump Shot
2741,8014,Jump Shot
2742,13433,Jump Shot
2743,1048,Jump Shot
2744,7504,Jump Shot
2745,20408,Layup Shot
2746,19036,Jump Shot
2747,10276,Jump Shot
2748,19727,Driving Layup Shot
2749,6479,Jump Shot
2750,13251,Jump Shot
2751,1759,Jump Shot
2752,11807,Jump Shot
2753,11698,Jump Shot
2754,10366,Jump Shot
2755,29868,Jump Shot
2756,5876,Jump Shot
2757,18087,Layup Shot
2758,28316,Jump Shot
2759,2904,Layup Shot
2760,4210,Jump Shot
2761,5800,Jump Shot
2762,5007,Jump Shot
2763,8333,Jump Shot
2764,19909,Jump Shot
2765,5426,Jump Shot
2766,13209,Jump Shot
2767,14805,Jump Shot
2768,27046,Jump Shot
2769,8399,Jump Shot
2770,3640,Jump Shot
2771,16517,Layup Shot
2772,21133,Layup Shot
2773,3790,Jump Shot
2774,4845,Jump Shot
2775,16339,Jump Shot
2776,19993,Jump Shot
2777,17193,Jump Shot
2778,5199,Jump Shot
2779,3426,Driving Layup Shot
2780,3046,Jump Shot
2781,28447,Jump Shot
2782,14603,Driving Layup Shot
2783,981,Jump Shot
2784,23491,Jump Shot
2785,11842,Jump Shot
2786,25439,Jump Shot
2787,25380,Driving Layup Shot
2788,14074,Jump Shot
2789,335,Jump Shot
2790,17695,Jump Shot
2791,29334,Jump Shot
2792,30695,Jump Shot
2793,29235,Jump Shot
2794,17731,Jump Shot
2795,19100,Jump Shot
2796,16065,Jump Shot
2797,18309,Driving Layup Shot
2798,25469,Jump Shot
2799,25813,Jump Shot
2800,10039,Jump Shot
2801,23180,Jump Shot
2802,3255,Jump Shot
2803,30300,Layup Shot
2804,13109,Jump Shot
2805,27854,Jump Shot
2806,8959,Jump Shot
2807,19707,Jump Shot
2808,30444,Jump Shot
2809,275,Layup Shot
2810,27815,Jump Shot
2811,28924,Jump Shot
2812,8378,Jump Shot
2813,4462,Jump Shot
2814,6120,Jump Shot
2815,12631,Jump Shot
2816,16747,Jump Shot
2817,10880,Jump Shot
2818,10024,Jump Shot
2819,26335,Jump Shot
2820,2983,Jump Shot
2821,11283,Jump Shot
2822,8705,Driving Layup Shot
2823,20442,Jump Shot
2824,23925,Driving Layup Shot
2825,14461,Jump Shot
2826,16215,Jump Shot
2827,1397,Jump Shot
2828,22886,Jump Shot
2829,13039,Layup Shot
2830,25977,Jump Shot
2831,7800,Jump Shot
2832,6629,Jump Shot
2833,25132,Jump Shot
2834,13579,Jump Shot
2835,22489,Layup Shot
2836,3844,Jump Shot
2837,22005,Jump Shot
2838,15393,Layup Shot
2839,23508,Jump Shot
2840,6632,Jump Shot
2841,11417,Jump Shot
2842,14906,Jump Shot
2843,658,Jump Shot
2844,29804,Jump Shot
2845,10903,Layup Shot
2846,21887,Jump Shot
2847,26029,Jump Shot
2848,26085,Jump Shot
2849,1435,Jump Shot
2850,10379,Jump Shot
2851,994,Jump Shot
2852,5712,Layup Shot
2853,25149,Jump Shot
2854,944,Jump Shot
2855,2981,Jump Shot
2856,11243,Jump Shot
2857,18220,Jump Shot
2858,13115,Jump Shot
2859,26504,Jump Shot
2860,3859,Jump Shot
2861,24924,Jump Shot
2862,15570,Jump Shot
2863,29155,Jump Shot
2864,23439,Jump Shot
2865,28176,Driving Layup Shot
2866,5333,Jump Shot
2867,8727,Jump Shot
2868,12291,Jump Shot
2869,14178,Jump Shot
2870,7287,Jump Shot
2871,24881,Jump Shot
2872,27675,Jump Shot
2873,8617,Driving Layup Shot
2874,8953,Jump Shot
2875,26361,Layup Shot
2876,15879,Jump Shot
2877,13191,Jump Shot
2878,906,Jump Shot
2879,19450,Jump Shot
2880,4255,Layup Shot
2881,22435,Jump Shot
2882,18559,Jump Shot
2883,21718,Jump Shot
2884,11960,Jump Shot
2885,9411,Jump Shot
2886,21985,Jump Shot
2887,28846,Driving Layup Shot
2888,20586,Jump Shot
2889,5881,Jump Shot
2890,10422,Jump Shot
2891,20487,Jump Shot
2892,3001,Jump Shot
2893,13352,Jump Shot
2894,7758,Jump Shot
2895,18500,Jump Shot
2896,3526,Jump Shot
2897,12561,Driving Layup Shot
2898,20600,Jump Shot
2899,6721,Jump Shot
2900,15193,Driving Layup Shot
2901,29106,Jump Shot
2902,16853,Layup Shot
2903,15238,Driving Layup Shot
2904,29779,Driving Layup Shot
2905,27601,Jump Shot
2906,16811,Jump Shot
2907,331,Jump Shot
2908,24409,Jump Shot
2909,17270,Jump Shot
2910,9873,Jump Shot
2911,16937,Jump Shot
2912,3264,Jump Shot
2913,12707,Driving Layup Shot
2914,6109,Jump Shot
2915,12484,Layup Shot
2916,21330,Jump Shot
2917,2287,Jump Shot
2918,16142,Jump Shot
2919,6253,Layup Shot
2920,20633,Driving Layup Shot
2921,18852,Jump Shot
2922,7823,Jump Shot
2923,7304,Jump Shot
2924,29069,Jump Shot
2925,4503,Jump Shot
2926,14579,Jump Shot
2927,3185,Jump Shot
2928,20227,Jump Shot
2929,15632,Jump Shot
2930,4757,Jump Shot
2931,1183,Jump Shot
2932,21806,Jump Shot
2933,8871,Jump Shot
2934,9323,Jump Shot
2935,21881,Jump Shot
2936,15695,Jump Shot
2937,6127,Jump Shot
2938,6396,Jump Shot
2939,19320,Jump Shot
2940,22608,Jump Shot
2941,22578,Driving Layup Shot
2942,10715,Jump Shot
2943,20306,Driving Layup Shot
2944,9556,Layup Shot
2945,17403,Layup Shot
2946,21304,Jump Shot
2947,7535,Driving Layup Shot
2948,12859,Jump Shot
2949,13439,Driving Layup Shot
2950,10000,Jump Shot
2951,6025,Jump Shot
2952,5865,Jump Shot
2953,13144,Jump Shot
2954,20895,Jump Shot
2955,26962,Jump Shot
2956,20034,Jump Shot
2957,19027,Jump Shot
2958,22643,Driving Layup Shot
2959,26435,Jump Shot
2960,19081,Jump Shot
2961,6613,Jump Shot
2962,30570,Jump Shot
2963,7457,Jump Shot
2964,2975,Jump Shot
2965,25207,Jump Shot
2966,22201,Jump Shot
2967,29268,Jump Shot
2968,26272,Jump Shot
2969,27410,Jump Shot
2970,25530,Jump Shot
2971,27126,Jump Shot
2972,16613,Driving Layup Shot
2973,5585,Jump Shot
2974,10698,Jump Shot
2975,18699,Jump Shot
2976,9304,Driving Layup Shot
2977,26787,Jump Shot
2978,29937,Driving Layup Shot
2979,22935,Jump Shot
2980,27980,Jump Shot
2981,2665,Jump Shot
2982,25356,Jump Shot
2983,24668,Jump Shot
2984,28534,Jump Shot
2985,4895,Jump Shot
2986,1665,Jump Shot
2987,18293,Jump Shot
2988,30237,Driving Layup Shot
2989,27069,Jump Shot
2990,23201,Jump Shot
2991,2509,Jump Shot
2992,7064,Jump Shot
2993,15618,Layup Shot
2994,15656,Layup Shot
2995,22998,Jump Shot
2996,13353,Driving Layup Shot
2997,26922,Driving Layup Shot
2998,4439,Layup Shot
2999,21802,Layup Shot
3000,18519,Jump Shot
3001,30025,Jump Shot
3002,18604,Jump Shot
3003,18363,Jump Shot
3004,7349,Jump Shot
3005,24718,Jump Shot
3006,29698,Jump Shot
3007,25780,Driving Layup Shot
3008,24615,Driving Layup Shot
3009,289,Jump Shot
3010,11716,Jump Shot
3011,28307,Jump Shot
3012,25336,Jump Shot
3013,25009,Jump Shot
3014,18155,Driving Layup Shot
3015,15357,Driving Layup Shot
3016,122,Jump Shot
3017,16642,Jump Shot
3018,9186,Driving Layup Shot
3019,891,Driving Layup Shot
3020,1244,Jump Shot
3021,13065,Layup Shot
3022,7278,Jump Shot
3023,12815,Jump Shot
3024,14219,Layup Shot
3025,13406,Jump Shot
3026,23557,Jump Shot
3027,14931,Jump Shot
3028,3581,Jump Shot
3029,4116,Jump Shot
3030,12801,Jump Shot
3031,16564,Jump Shot
3032,26946,Jump Shot
3033,17553,Jump Shot
3034,22810,Running Jump Shot
3035,29532,Driving Layup Shot
3036,2617,Jump Shot
3037,17492,Jump Shot
3038,28310,Jump Shot
3039,29578,Jump Shot
3040,23189,Jump Shot
3041,703,Driving Layup Shot
3042,24825,Driving Layup Shot
3043,13678,Layup Shot
3044,21986,Driving Layup Shot
3045,16537,Jump Shot
3046,3807,Jump Shot
3047,22897,Jump Shot
3048,25013,Jump Shot
3049,913,Driving Layup Shot
3050,5043,Jump Shot
3051,12896,Driving Layup Shot
3052,18930,Jump Shot
3053,25927,Jump Shot
3054,21378,Jump Shot
3055,27390,Jump Shot
3056,11618,Jump Shot
3057,12969,Jump Shot
3058,27013,Layup Shot
3059,1036,Jump Shot
3060,17645,Jump Shot
3061,26449,Jump Shot
3062,13210,Jump Shot
3063,30259,Jump Shot
3064,18818,Jump Shot
3065,21451,Jump Shot
3066,12245,Jump Shot
3067,29986,Driving Layup Shot
3068,6481,Jump Shot
3069,10046,Jump Shot
3070,15081,Jump Shot
3071,9213,Driving Layup Shot
3072,12390,Jump Shot
3073,7641,Driving Layup Shot
3074,3470,Jump Shot
3075,7446,Jump Shot
3076,24404,Jump Shot
3077,3691,Layup Shot
3078,12594,Jump Shot
3079,5660,Jump Shot
3080,16909,Jump Shot
3081,10464,Jump Shot
3082,27417,Jump Shot
3083,17991,Jump Shot
3084,17757,Jump Shot
3085,30243,Jump Shot
3086,21619,Jump Shot
3087,10651,Layup Shot
3088,6947,Jump Shot
3089,21363,Jump Shot
3090,27374,Jump Shot
3091,9823,Jump Shot
3092,3548,Jump Shot
3093,5326,Jump Shot
3094,18227,Jump Shot
3095,8058,Jump Shot
3096,652,Jump Shot
3097,5041,Jump Shot
3098,12833,Jump Shot
3099,15954,Jump Shot
3100,8021,Driving Layup Shot
3101,5035,Layup Shot
3102,716,Jump Shot
3103,23886,Jump Shot
3104,23624,Layup Shot
3105,24069,Jump Shot
3106,25730,Jump Shot
3107,22211,Jump Shot
3108,25332,Jump Shot
3109,5338,Jump Shot
3110,20357,Jump Shot
3111,27961,Jump Shot
3112,5880,Driving Layup Shot
3113,24251,Jump Shot
3114,7336,Jump Shot
3115,1449,Jump Shot
3116,14944,Layup Shot
3117,29896,Driving Layup Shot
3118,20445,Jump Shot
3119,8275,Layup Shot
3120,402,Jump Shot
3121,21990,Jump Shot
3122,10257,Jump Shot
3123,719,Layup Shot
3124,22512,Jump Shot
3125,30160,Jump Shot
3126,6310,Jump Shot
3127,27562,Jump Shot
3128,10460,Jump Shot
3129,16927,Jump Shot
3130,10689,Jump Shot
3131,15109,Jump Shot
3132,9490,Layup Shot
3133,27281,Jump Shot
3134,7769,Jump Shot
3135,6139,Jump Shot
3136,15770,Jump Shot
3137,24642,Driving Layup Shot
3138,25107,Driving Layup Shot
3139,4150,Jump Shot
3140,16304,Jump Shot
3141,5415,Jump Shot
3142,22449,Jump Shot
3143,19517,Jump Shot
3144,14019,Jump Shot
3145,12709,Jump Shot
3146,24031,Jump Shot
3147,28481,Driving Layup Shot
3148,21105,Jump Shot
3149,9850,Jump Shot
3150,19351,Driving Layup Shot
3151,5573,Jump Shot
3152,11215,Jump Shot
3153,6804,Jump Shot
3154,27335,Jump Shot
3155,19832,Jump Shot
3156,16256,Layup Shot
3157,4274,Jump Shot
3158,4811,Jump Shot
3159,20279,Jump Shot
3160,11894,Jump Shot
3161,25774,Jump Shot
3162,18739,Layup Shot
3163,21229,Driving Layup Shot
3164,29552,Jump Shot
3165,25952,Jump Shot
3166,14570,Jump Shot
3167,21842,Jump Shot
3168,16704,Jump Shot
3169,3223,Jump Shot
3170,13034,Layup Shot
3171,24760,Jump Shot
3172,18469,Jump Shot
3173,20746,Jump Shot
3174,24992,Jump Shot
3175,11256,Layup Shot
3176,9996,Jump Shot
3177,12916,Jump Shot
3178,1511,Jump Shot
3179,23364,Jump Shot
3180,4818,Jump Shot
3181,13633,Layup Shot
3182,2120,Jump Shot
3183,13283,Jump Shot
3184,4257,Jump Shot
3185,7754,Jump Shot
3186,20958,Jump Shot
3187,29451,Jump Shot
3188,17904,Jump Shot
3189,29485,Layup Shot
3190,16776,Jump Shot
3191,24684,Jump Shot
3192,12153,Jump Shot
3193,5027,Jump Shot
3194,21290,Jump Shot
3195,14635,Jump Shot
3196,17796,Jump Shot
3197,8136,Jump Shot
3198,200,Driving Layup Shot
3199,465,Jump Shot
3200,19535,Jump Shot
3201,21845,Driving Layup Shot
3202,8892,Jump Shot
3203,20217,Jump Shot
3204,15555,Jump Shot
3205,13905,Jump Shot
3206,1338,Jump Shot
3207,21340,Driving Layup Shot
3208,4323,Driving Layup Shot
3209,2951,Jump Shot
3210,23622,Jump Shot
3211,8478,Jump Shot
3212,13053,Driving Layup Shot
3213,17173,Jump Shot
3214,17279,Jump Shot
3215,28527,Driving Layup Shot
3216,16228,Jump Shot
3217,19133,Jump Shot
3218,25444,Jump Shot
3219,21276,Layup Shot
3220,6420,Jump Shot
3221,1946,Jump Shot
3222,13080,Jump Shot
3223,5845,Jump Shot
3224,11752,Jump Shot
3225,8142,Layup Shot
